Age;Gender;Marital Status;Occupation;Monthly Income;Educational Qualifications;Family size;latitude;longitude;Pin code;Medium (P1);Medium (P2);Meal(P1);Meal(P2);Perference(P1);Perference(P2);Ease and convenient;Time saving;More restaurant choices;Easy Payment option;More Offers and Discount;Good Food quality;Good Tracking system;Self Cooking;Health Concern;Late Delivery;Poor Hygiene;Bad past experience;Unavailability;Unaffordable;Long delivery time;Delay of delivery person getting assigned;Delay of delivery person picking up food;Wrong order delivered;Missing item;Order placed by mistake;Influence of time;Order Time;Maximum wait time;Residence in busy location;Google Maps Accuracy;Good Road Condition;Low quantity low time;Delivery person ability;Influence of rating;Less Delivery time;High Quality of package;Number of calls;Politeness;Freshness ;Temperature;Good Taste ;Good Quantity;Output;Reviews
24;Male;Single;Employee;Below Rs.10000;Graduate;2;129.551;776.593;560017;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Disagree;Disagree;Disagree;Disagree;Strongly disagree;Strongly disagree;Disagree;Neutral;Neutral;Neutral;Strongly disagree;Strongly disagree;Strongly disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Yes;Important;Very Important;Important;Important;Important;Important;Important;Important;Yes;I have no problem with delivery service. BEST service !
23;Female;Single;Employee;10001 to 25000;Graduate;6;129.551;776.593;560017;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Agree;Agree;Strongly agree;Agree;Disagree;Disagree;Strongly disagree;Disagree;Disagree;Disagree;Strongly disagree;Agree;Strongly agree;Agree;Strongly disagree;Disagree;Disagree;Yes;Weekend (Sat & Sun);45 minutes;Neutral;Disagree;Disagree;Strongly disagree;Agree;Yes;Important;Very Important;Important;Moderately Important;Important;Important;Very Important;Important;Yes;I have good experience with swiggy. No issues
22;Male;Single;Student;No Income;Graduate;2;12.957;775.637;560018;Food delivery apps; Direct call;Dinner; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Disagree;Strongly disagree;Disagree;Strongly disagree;Disagree;Disagree;Disagree;Agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Disagree;Neutral;Disagree;Agree;Agree;Agree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Strongly Agree;Neutral;Neutral;Agree;Yes;Important;Important;Important;Important;Important;Very Important;Very Important;Important;No;They really need to delivery fast
26;Male;Married;Self Employeed;More than 50000;Post Graduate;3;12.957;775.637;560018;Food delivery apps; Walk-in;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Strongly disagree;Strongly disagree;Disagree;Strongly disagree;Disagree;Strongly disagree;Strongly disagree;Agree;Strongly agree;Agree;Agree;Disagree;Disagree;Strongly agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Strongly agree;Yes;Weekdays (Mon-Fri);60 minutes;Agree;Agree;Strongly Agree;Agree;Strongly Agree;No;Important;Slightly Important;Slightly Important;Slightly Important;Slightly Important;Moderately Important;Important;Very Important;No;Not happy with the food quality when it is delivered
26;Male;Single;Employee;Below Rs.10000;Post Graduate;1;12.957;775.637;560018;Food delivery apps; Web browser;Dinner; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Agree;Agree;Agree;Neutral;Disagree;Disagree;Disagree;Strongly disagree;Neutral;Disagree;Disagree;Agree;Agree;Neutral;Agree;Agree;Agree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Agree;Agree;Neutral;Neutral;Yes;Important;Very Important;Important;Very Important;Slightly Important;Moderately Important;Moderately Important;Important;Yes;Tracking system needs to be improved, sometimes the delivery guy is still and doesn't show his movements
25;Female;Married;Self Employeed;25001 to 50000;Post Graduate;3;12.957;775.637;560018;Food delivery apps; Web browser;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Disagree;Neutral;Agree;Agree;Disagree;Agree;Agree;Disagree;Disagree;Neutral;Agree;Agree;Disagree;Disagree;Disagree;Neutral;Agree;Disagree;Disagree;Disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Agree;Neutral;Agree;Agree;Yes;Important;Important;Very Important;Important;Moderately Important;Important;Important;Moderately Important;No;If delivery gets slow, I tend to give poor ratings on delivery 
29;Female;Married;Employee;More than 50000;Graduate;3;12.957;775.637;560018;Food delivery apps; Walk-in;Breakfast; Lunch;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Neutral;Disagree;Neutral;Neutral;Disagree;Disagree;Neutral;Agree;Agree;Agree;Neutral;Agree;Agree;Agree;Neutral;Agree;Neutral;Strongly disagree;Agree;Agree;Yes;Weekend (Sat & Sun);45 minutes;Agree;Strongly Agree;Agree;Neutral;Agree;Yes;Important;Moderately Important;Moderately Important;Moderately Important;Slightly Important;Moderately Important;Important;Moderately Important;No;I want both delivery to be quick as well as food quality to be good
23;Male;Single;Student;Below Rs.10000;Graduate;3;128.652;77.524;560109;Direct call; Walk-in;Dinner; Dinner;Veg foods (Breakfast / Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly disagree;Neutral;Disagree;Agree;Disagree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Agree;Neutral;Disagree;Agree;Maybe;Important;Moderately Important;Important;Moderately Important;Very Important;Very Important;Important;Important;Yes;Paid but never received it. No fresh and over paid compared to buying it directly 
22;Female;Single;Employee;25001 to 50000;Graduate;4;129.698;77.75;560066;Food delivery apps; Direct call;Lunch; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Agree;Neutral;Disagree;Agree;Disagree;Neutral;Agree;Strongly agree;Neutral;Agree;Neutral;Agree;Strongly disagree;Agree;Neutral;Neutral;Strongly agree;Strongly agree;Strongly agree;Maybe;Weekend (Sat & Sun);45 minutes;Strongly Agree;Agree;Agree;Strongly disagree;Strongly disagree;Yes;Slightly Important;Very Important;Unimportant;Important;Very Important;Important;Very Important;Moderately Important;Yes;NIL
22;Male;Single;Student;No Income;Graduate;2;129.889;775.741;560020;Food delivery apps; Walk-in;Breakfast; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Disagree;Neutral;Disagree;Disagree;Neutral;Neutral;Disagree;Agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Disagree;Disagree;Strongly disagree;Disagree;Neutral;Strongly disagree;Yes;Anytime (Mon-Sun);15 minutes;Agree;Neutral;Agree;Agree;Agree;Yes;Important;Very Important;Very Important;Important;Important;Very Important;Important;Important;No;NIL
32;Female;Married;House wife;No Income;School;5;129.889;775.741;560020;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Agree;Agree;Strongly agree;Strongly agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Strongly disagree;Strongly disagree;Neutral;Disagree;Neutral;Disagree;Disagree;Disagree;Maybe;Weekend (Sat & Sun);60 minutes;Agree;Disagree;Neutral;Agree;Neutral;Yes;Important;Moderately Important;Moderately Important;Very Important;Important;Moderately Important;Moderately Important;Important;Yes;All good with the service.
28;Male;Married;Employee;More than 50000;Post Graduate;1;129.925;775.633;560021;Food delivery apps; Walk-in;Breakfast; Lunch;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Disagree;Disagree;Disagree;Neutral;Disagree;Disagree;Disagree;Neutral;Neutral;Agree;Disagree;Disagree;Strongly disagree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Yes;Very Important;Very Important;Moderately Important;Important;Important;Slightly Important;Important;Slightly Important;Yes;I love zomato's service 
22;Male;Single;Student;No Income;Post Graduate;2;12.977;775.773;560009;Food delivery apps; Direct call;Lunch; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;Strongly agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Agree;Agree;Agree;Agree;Yes;Important;Very Important;Moderately Important;Important;Important;Important;Very Important;Very Important;Yes;NIL
25;Male;Single;Employee;10001 to 25000;Graduate;2;129.757;775.586;560023;Food delivery apps; Web browser;Lunch; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Agree;Neutral;Disagree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Disagree;Agree;Strongly disagree;Disagree;Disagree;Yes;Anytime (Mon-Sun);60 minutes;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Yes;Important;Important;Very Important;Important;Important;Important;Very Important;Important;Yes;I love swiggy service, followed by zomato
26;Female;Married;Employee;25001 to 50000;Post Graduate;2;129.757;775.586;560023;Food delivery apps; Web browser;Dinner; Dinner;Veg foods (Breakfast / Lunch / Dinner); Sweets;Disagree;Disagree;Disagree;Disagree;Neutral;Neutral;Disagree;Agree;Agree;Agree;Strongly agree;Agree;Disagree;Disagree;Agree;Neutral;Neutral;Disagree;Agree;Disagree;No;Weekend (Sat & Sun);30 minutes;Agree;Agree;Strongly Agree;Agree;Neutral;No;Slightly Important;Moderately Important;Moderately Important;Important;Important;Moderately Important;Moderately Important;Important;No;Food quality is reducing when it gets delivered
31;Male;Married;Self Employeed;More than 50000;School;6;130.487;775.923;560024;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Disagree;Disagree;Agree;Agree;Agree;Strongly agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Agree;Agree;Strongly agree;Strongly disagree;Disagree;Disagree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Agree;Strongly Agree;Agree;Agree;Yes;Important;Important;Important;Important;Important;Important;Important;Important;Yes;My family is satisfied with food delivery. But I worry about the quality and hygiene
24;Male;Single;Student;No Income;Post Graduate;3;130.487;775.923;560024;Food delivery apps; Direct call;Breakfast; Lunch;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Disagree;Strongly disagree;Strongly disagree;Strongly disagree;Agree;Strongly agree;Agree;Strongly disagree;Disagree;Disagree;Maybe;Anytime (Mon-Sun);45 minutes;Neutral;Disagree;Neutral;Neutral;Disagree;No;Important;Important;Very Important;Important;Important;Moderately Important;Important;Important;No;I had bad experiences in delivered food
24;Male;Single;Employee;25001 to 50000;Post Graduate;2;129.662;776.068;560025;Food delivery apps; Web browser;Snacks; Dinner;Veg foods (Breakfast / Lunch / Dinner); Sweets;Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Disagree;Neutral;Disagree;Neutral;Disagree;Disagree;Neutral;Disagree;Neutral;Neutral;Neutral;Agree;Neutral;Yes;Anytime (Mon-Sun);30 minutes;Disagree;Disagree;Neutral;Agree;Agree;Yes;Important;Important;Important;Important;Moderately Important;Important;Important;Important;Yes;Marvelous service by swiggy and zomato
31;Female;Married;Employee;More than 50000;Ph.D;5;129.662;776.068;560025;Food delivery apps; Walk-in;Breakfast; Lunch;Non Veg foods (Lunch / Dinner); Sweets;Agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Agree;Disagree;Neutral;Disagree;Neutral;Neutral;Disagree;Disagree;Neutral;Agree;Agree;Disagree;Disagree;Strongly disagree;Maybe;Weekdays (Mon-Fri);60 minutes;Agree;Neutral;Neutral;Disagree;Disagree;No;Moderately Important;Moderately Important;Slightly Important;Slightly Important;Important;Important;Moderately Important;Moderately Important;Yes;I don't bother much about delivery unless the food is good
26;Male;Single;Employee;25001 to 50000;Graduate;2;129.343;776.044;560029;Food delivery apps; Direct call;Lunch; Dinner;Veg foods (Breakfast / Lunch / Dinner); Ice cream / Cool drinks;Disagree;Disagree;Neutral;Disagree;Strongly disagree;Disagree;Neutral;Agree;Agree;Strongly agree;Agree;Agree;Neutral;Strongly disagree;Agree;Agree;Neutral;Strongly disagree;Disagree;Agree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Agree;Strongly Agree;Agree;Agree;Maybe;Important;Moderately Important;Important;Important;Slightly Important;Moderately Important;Important;Important;Yes;Swiggy delivery people are polite and fast as well
24;Female;Married;Self Employeed;More than 50000;Graduate;2;129.343;776.044;560029;Food delivery apps; Direct call;Breakfast; Lunch;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Agree;Agree;Strongly agree;Disagree;Disagree;Disagree;No;Anytime (Mon-Sun);More than 60 minutes;Agree;Agree;Strongly Agree;Agree;Agree;Yes;Moderately Important;Important;Moderately Important;Important;Very Important;Very Important;Very Important;Very Important;Yes;Time doesn't bother me, But rating does. I order at high rated restaurants. preferably 4+ ratings
22;Female;Single;Student;No Income;Graduate;3;129.343;776.044;560029;Food delivery apps; Web browser;Breakfast; Snacks;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Yes;Weekend (Sat & Sun);30 minutes;Agree;Strongly Agree;Agree;Agree;Agree;Yes;Important;Important;Important;Important;Important;Very Important;Important;Important;Yes;NIL
19;Male;Single;Student;No Income;Graduate;6;129.442;776.076;560030;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Disagree;Disagree;Neutral;Disagree;Agree;Disagree;Agree;Neutral;Neutral;Strongly disagree;Disagree;Disagree;Yes;Anytime (Mon-Sun);15 minutes;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Yes;Important;Important;Very Important;Important;Important;Important;Important;Important;Yes;I have no trouble with delivery of startup services
25;Male;Married;Employee;More than 50000;Post Graduate;6;129.442;776.076;560030;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Agree;Strongly agree;Agree;Neutral;Agree;Neutral;Disagree;Agree;Agree;Disagree;Disagree;Agree;Disagree;Strongly disagree;Strongly disagree;Strongly disagree;Disagree;Disagree;Disagree;Yes;Anytime (Mon-Sun);45 minutes;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Yes;Important;Important;Important;Very Important;Important;Important;Important;Important;Yes;My family prefers good quality food so I order at highly rated restaurants
23;Female;Married;House wife;No Income;School;6;129.442;776.076;560030;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Agree;Agree;Strongly agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Disagree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Maybe;Anytime (Mon-Sun);More than 60 minutes;Agree;Agree;Strongly Agree;Agree;Neutral;No;Moderately Important;Moderately Important;Slightly Important;Moderately Important;Important;Important;Very Important;Very Important;Yes;NIL
23;Female;Single;Student;No Income;Graduate;2;130.298;776.047;560032;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Disagree;Disagree;Strongly disagree;Disagree;Disagree;Disagree;Strongly disagree;Agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Yes;Important;Important;Important;Moderately Important;Moderately Important;Slightly Important;Important;Important;No;I had bad experience with delivery. It could be due to location.
